=== VENDING MACHINE HISTORY ===
[2025-12-17T12:58:26.546Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:26.783Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:27.031Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:27.304Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:27.531Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:27.781Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:28.051Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:28.310Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:28.549Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:28.782Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:29.011Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:29.267Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:29.631Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:29.878Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:30.127Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:30.364Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:30.634Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:30.892Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:31.166Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:31.403Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:31.678Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:31.937Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:32.187Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:32.429Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:32.665Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:32.929Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:33.200Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:33.440Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:33.680Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:33.932Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:34.173Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:34.415Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:34.647Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:34.885Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:35.134Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:35.364Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:35.547Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:35.778Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:36.021Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:36.213Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:36.445Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:36.597Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:36.836Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:37.051Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:37.305Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:37.564Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:37.819Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:38.046Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:38.297Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:38.529Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:38.699Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:38.901Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:39.144Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:39.363Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:39.574Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:39.836Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:40.078Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:40.327Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:40.560Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:40.825Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:41.073Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:41.295Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:41.541Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:41.810Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:42.056Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:42.322Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:42.556Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:42.794Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:43.040Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:43.275Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:43.524Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:43.759Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:44.011Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:44.269Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:44.446Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:44.623Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:44.850Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:45.011Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:45.221Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:45.425Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:45.594Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:45.798Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:46.055Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:46.289Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:46.569Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:47.010Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:47.271Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:47.520Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:47.774Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:47.971Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:48.254Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:48.426Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:48.661Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:48.829Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:49.059Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:49.287Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:49.468Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:49.652Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:49.905Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:50.149Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:50.387Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:50.612Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:50.862Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:51.117Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:51.306Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:51.473Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:51.718Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:51.957Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:52.200Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:52.416Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:52.665Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:52.958Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:53.171Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:53.408Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:54.192Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:54.471Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:54.733Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:54.986Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:55.187Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:55.382Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:55.578Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:55.759Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:55.957Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:56.130Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:56.286Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:56.492Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:56.692Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:56.850Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:57.019Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:57.257Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:57.441Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:57.618Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:57.857Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:58.105Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:58.319Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:58.470Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:58.678Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:58.909Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:59.067Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:59.264Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:59.501Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:59.736Z] [LOG] Vending Machine initialized
[2025-12-17T12:58:59.989Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:00.250Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:00.561Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:00.840Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:01.097Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:01.276Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:01.469Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:01.749Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:01.973Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:02.202Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:02.447Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:02.671Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:02.924Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:03.169Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:03.477Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:03.732Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:04.005Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:04.188Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:04.369Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:04.682Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:04.993Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:05.262Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:05.526Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:05.800Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:06.078Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:06.393Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:06.708Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:07.013Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:07.453Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:07.785Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:08.190Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:08.471Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:08.749Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:09.042Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:09.299Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:09.726Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:10.020Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:10.329Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:10.625Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:10.884Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:11.194Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:11.450Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:11.706Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:11.961Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:12.223Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:12.548Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:12.927Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:13.208Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:13.487Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:13.767Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:13.945Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:14.247Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:14.413Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:14.588Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:14.772Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:14.959Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:15.281Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:15.565Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:15.945Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:16.279Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:16.618Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:16.995Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:17.337Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:17.608Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:17.928Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:18.256Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:18.593Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:19.197Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:19.383Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:19.671Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:20.007Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:20.360Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:20.603Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:20.875Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:21.038Z] [LOG] Inserted ₱20.00, Balance: ₱20.00
[2025-12-17T12:59:21.071Z] [LOG] State: IDLE → COIN_INSERTED
[2025-12-17T12:59:21.104Z] [STATE] IDLE → COIN_INSERTED | Balance: ₱20.00
[2025-12-17T12:59:21.276Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:21.606Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:21.891Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:22.203Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:22.451Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:22.741Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:23.049Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:23.383Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:23.635Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:23.889Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:23.932Z] [LOG] Added ₱5.00, Total: ₱25.00
[2025-12-17T12:59:24.178Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:24.447Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:24.719Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:25.064Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:25.398Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:25.432Z] [LOG] Selected: Lemonade - ₱22.00
[2025-12-17T12:59:25.504Z] [LOG] State: COIN_INSERTED → ITEM_SELECTED
[2025-12-17T12:59:25.531Z] [STATE] COIN_INSERTED → ITEM_SELECTED | Balance: ₱25.00
[2025-12-17T12:59:25.788Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:26.057Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:26.356Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:26.643Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:26.914Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:27.187Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:27.432Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:27.687Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:27.976Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:28.253Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:28.547Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:29.128Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:29.434Z] [LOG] Dispensing Lemonade...
[2025-12-17T12:59:29.470Z] {"itemName":"Lemonade","price":22,"paid":25,"change":3,"type":"TRANSACTION","timestamp":"2025-12-17T12:59:29.470Z"}
[2025-12-17T12:59:29.515Z] [LOG] State: ITEM_SELECTED → DISPENSING
[2025-12-17T12:59:29.558Z] [STATE] ITEM_SELECTED → DISPENSING | Balance: ₱25.00
[2025-12-17T12:59:29.595Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:29.854Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:30.185Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:30.493Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:30.809Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:31.120Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:31.399Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:31.448Z] [LOG] Enjoy your Lemonade!
[2025-12-17T12:59:31.498Z] [LOG] Change to return: ₱3.00
[2025-12-17T12:59:31.742Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:31.995Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:32.280Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:32.545Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:32.827Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:33.112Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:33.407Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:33.687Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:33.968Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:34.203Z] [LOG] Collected ₱3.00 in change
[2025-12-17T12:59:34.247Z] [LOG] State: RETURNING_CHANGE → IDLE
[2025-12-17T12:59:34.337Z] [STATE] RETURNING_CHANGE → IDLE | Balance: ₱0.00
[2025-12-17T12:59:34.568Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:34.856Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:35.111Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:35.435Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:35.764Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:36.044Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:36.347Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:36.620Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:36.905Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:37.166Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:37.428Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:37.679Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:37.947Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:38.216Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:38.465Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:38.759Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:39.022Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:39.293Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:39.545Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:39.814Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:40.063Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:40.336Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:40.589Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:40.845Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:41.096Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:41.361Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:41.621Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:41.894Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:42.155Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:42.517Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:42.785Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:43.076Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:43.359Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:43.613Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:43.907Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:44.186Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:44.446Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:44.737Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:45.116Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:45.439Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:45.713Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:45.997Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:46.102Z] [LOG] Inserted ₱20.00, Balance: ₱20.00
[2025-12-17T12:59:46.123Z] [LOG] State: IDLE → COIN_INSERTED
[2025-12-17T12:59:46.157Z] [STATE] IDLE → COIN_INSERTED | Balance: ₱20.00
[2025-12-17T12:59:46.456Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:46.487Z] [LOG] Added ₱20.00, Total: ₱40.00
[2025-12-17T12:59:46.711Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:46.980Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:47.280Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:47.568Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:47.864Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:48.116Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:48.376Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:48.657Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:48.931Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:49.177Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:49.496Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:49.765Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:50.012Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:50.281Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:50.541Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:50.814Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:51.104Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:51.338Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:51.676Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:51.966Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:52.259Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:52.705Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:53.028Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:53.390Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:53.660Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:53.936Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:54.246Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:54.519Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:54.854Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:55.141Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:55.412Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:55.632Z] [LOG] Selected: Energy Drink - ₱40.00
[2025-12-17T12:59:55.664Z] [LOG] State: COIN_INSERTED → ITEM_SELECTED
[2025-12-17T12:59:55.700Z] [STATE] COIN_INSERTED → ITEM_SELECTED | Balance: ₱40.00
[2025-12-17T12:59:55.904Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:56.233Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:56.541Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:56.824Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:57.145Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:57.433Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:57.733Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:58.030Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:58.333Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:58.683Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:59.281Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:59.411Z] [LOG] Dispensing Energy Drink...
[2025-12-17T12:59:59.435Z] {"itemName":"Energy Drink","price":40,"paid":40,"change":0,"type":"TRANSACTION","timestamp":"2025-12-17T12:59:59.435Z"}
[2025-12-17T12:59:59.467Z] [LOG] State: ITEM_SELECTED → DISPENSING
[2025-12-17T12:59:59.500Z] [STATE] ITEM_SELECTED → DISPENSING | Balance: ₱40.00
[2025-12-17T12:59:59.637Z] [LOG] Vending Machine initialized
[2025-12-17T12:59:59.912Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:00.277Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:00.623Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:01.036Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:01.113Z] [LOG] Enjoy your Energy Drink!
[2025-12-17T13:00:01.410Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:01.746Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:02.148Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:02.439Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:02.760Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:03.070Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:03.351Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:03.640Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:03.931Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:04.234Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:04.495Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:04.814Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:05.117Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:05.412Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:05.720Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:05.988Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:06.271Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:06.553Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:06.817Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:07.116Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:07.369Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:07.662Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:07.969Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:08.251Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:08.531Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:08.775Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:09.064Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:09.334Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:09.616Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:09.891Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:10.147Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:10.421Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:10.693Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:10.981Z] [LOG] Vending Machine initialized
[2025-12-17T13:00:11.330Z] [LOG] Vending Machine initialized
